policyholder_id,age,policy_age_group,gender,marital_status,employment_status,region,monthly_income_usd,dependents_count,plan_type,payment_frequency,acquisition_channel,tenure_months,monthly_premium_usd,billing_amount_usd,premium_to_income_ratio,payment_delay_days_avg,missed_payments_last_12m,late_payments_last_12m,customer_service_calls_last_6m,complaints_last_12m,policy_changes_last_12m,claims_last_24m,mobile_app_usage_score,sms_engagement_rate,retention_offer_received,churn_probability_proxy,churn
PH101389,32,26-35,Male,Divorced,Farmer,Manicaland,314.7,1,Basic,Monthly,Agent,83,5.0,5.0,0.0159,0,0,3,1,2,0,0,79,0.61,1,0.02,0
PH101390,47,46-60,Male,Widowed,Formally Employed,Midlands,408.46,2,Basic,Monthly,Agent,30,8.96,8.96,0.0219,6,2,1,1,1,0,1,43,0.953,1,0.064,0
PH101391,33,26-35,Male,Widowed,Formally Employed,Mashonaland West,709.89,2,Standard,Biannual,Agent,44,11.08,59.83,0.0156,0,0,2,2,0,0,0,25,0.742,0,0.032,0
PH101392,65,60+,Female,Married,Informal Trader,Mashonaland West,220.79,1,Basic,Annual,Website,43,10.31,103.1,0.0467,7,1,4,0,0,1,1,70,0.416,0,0.057,0
PH101393,43,36-45,Female,Married,Informal Trader,Manicaland,130.91,1,Basic,Monthly,Referral,16,8.23,8.23,0.0629,11,0,3,2,1,1,0,68,0.881,1,0.098,0
PH101394,37,36-45,Female,Single,Self Employed,Bulawayo,424.6,2,Basic,Quarterly,Agent,26,6.08,17.02,0.0143,9,1,6,0,2,0,1,40,0.393,0,0.126,0
PH101395,43,36-45,Male,Married,Informal Trader,Manicaland,226.9,3,Basic,Monthly,Agent,47,8.7,8.7,0.0383,0,1,5,2,0,0,2,58,0.706,0,0.096,0
PH101396,25,18-25,Male,Married,Formally Employed,Midlands,404.04,2,Family,Annual,Referral,28,26.27,262.7,0.065,21,3,7,3,0,0,0,57,0.732,1,0.079,0
PH101397,29,26-35,Female,Single,Self Employed,Manicaland,529.62,5,Premium,Monthly,Mobile App,9,18.83,18.83,0.0356,3,1,4,2,1,0,0,47,0.796,0,0.046,0
PH101398,55,46-60,Male,Single,Informal Trader,Bulawayo,206.4,2,Family,Monthly,Referral,47,25.75,25.75,0.1248,0,1,0,1,0,0,0,59,0.209,1,0.061,0
PH101399,33,26-35,Female,Married,Self Employed,Mashonaland East,221.35,2,Standard,Monthly,Agent,51,10.29,10.29,0.0465,0,1,1,1,0,0,0,94,0.137,0,0.053,0
PH101400,28,26-35,Female,Single,Informal Trader,Mashonaland West,203.16,3,Family,Monthly,Branch,40,22.23,22.23,0.1094,20,1,4,2,2,2,0,55,0.679,0,0.173,0
PH101401,47,46-60,Male,Married,Self Employed,Midlands,254.27,3,Standard,Monthly,Referral,22,16.9,16.9,0.0665,16,2,2,0,0,0,0,100,0.862,1,0.021,0
PH101402,55,46-60,Female,Divorced,Self Employed,Harare,252.36,4,Standard,Quarterly,Branch,29,13.44,37.63,0.0533,7,3,2,1,2,0,1,57,0.69,0,0.191,1
PH101403,50,46-60,Male,Married,Self Employed,Matabeleland North,546.37,1,Standard,Monthly,Mobile App,33,15.39,15.39,0.0282,7,2,2,0,2,0,0,39,0.538,0,0.12,0
PH101404,53,46-60,Female,Married,Self Employed,Manicaland,206.21,3,Basic,Monthly,Mobile App,24,8.99,8.99,0.0436,0,1,3,3,0,0,0,100,0.524,1,0.049,0
PH101405,32,26-35,Male,Married,Formally Employed,Masvingo,471.34,2,Standard,Monthly,Website,26,11.88,11.88,0.0252,19,2,3,2,1,0,1,34,0.558,0,0.108,1
PH101406,24,18-25,Female,Married,Informal Trader,Mashonaland East,210.13,2,Family,Monthly,Referral,32,25.11,25.11,0.1195,18,2,5,1,0,0,0,8,0.783,0,0.332,0
PH101407,59,46-60,Male,Single,Unemployed,Mashonaland West,113.4,1,Premium,Monthly,Agent,32,20.07,20.07,0.177,22,3,2,3,0,0,0,75,0.667,0,0.265,0
PH101408,37,36-45,Male,Widowed,Self Employed,Masvingo,45.0,3,Standard,Quarterly,Agent,54,11.05,30.94,0.2456,10,3,0,5,1,0,1,100,0.548,0,0.182,0
PH101409,38,36-45,Female,Single,Formally Employed,Bulawayo,565.89,1,Family,Monthly,Agent,23,25.96,25.96,0.0459,21,3,3,2,0,0,0,45,0.468,0,0.09,0
PH101410,57,46-60,Male,Single,Farmer,Manicaland,191.94,3,Family,Monthly,Website,34,26.84,26.84,0.1398,0,3,3,0,0,0,0,58,0.428,0,0.061,0
PH101411,48,46-60,Female,Married,Formally Employed,Matabeleland North,624.87,1,Standard,Monthly,Agent,27,14.28,14.28,0.0229,9,2,3,4,0,0,1,37,0.887,0,0.189,0
PH101412,46,46-60,Male,Single,Formally Employed,Matabeleland North,521.96,1,Family,Monthly,Agent,34,26.83,26.83,0.0514,18,4,4,1,0,1,0,53,0.46,0,0.364,1
PH101413,67,60+,Female,Married,Self Employed,Harare,388.24,2,Basic,Monthly,Referral,28,12.16,12.16,0.0313,16,5,5,2,0,1,0,35,0.526,0,0.15,0
PH101414,33,26-35,Male,Single,Informal Trader,Matabeleland North,250.89,6,Basic,Annual,Branch,29,6.43,64.3,0.0256,26,0,5,1,0,0,1,77,0.603,1,0.054,0
PH101415,52,46-60,Female,Single,Self Employed,Bulawayo,760.71,3,Basic,Monthly,Website,47,8.53,8.53,0.0112,1,1,5,2,1,0,0,86,0.412,1,0.037,0
PH101416,42,36-45,Male,Single,Informal Trader,Matabeleland North,153.63,2,Premium,Quarterly,Branch,50,18.89,52.89,0.123,17,1,3,2,1,0,1,24,0.721,0,0.174,1
PH101417,44,36-45,Male,Single,Self Employed,Mashonaland West,429.66,0,Basic,Quarterly,Agent,33,6.84,19.15,0.0159,0,1,3,1,0,0,2,86,0.342,1,0.037,0
PH101418,59,46-60,Male,Married,Formally Employed,Harare,492.99,3,Basic,Monthly,Agent,20,8.78,8.78,0.0178,0,3,4,1,0,1,0,34,0.793,0,0.151,0
PH101419,47,46-60,Female,Widowed,Self Employed,Matabeleland North,105.7,2,Basic,Monthly,Branch,24,8.78,8.78,0.0831,12,3,2,1,2,0,0,64,0.479,0,0.209,0
PH101420,47,46-60,Male,Married,Informal Trader,Mashonaland West,242.94,2,Basic,Monthly,Agent,34,7.53,7.53,0.031,28,3,6,0,2,0,0,78,0.48,1,0.31,0
PH101421,54,46-60,Female,Widowed,Informal Trader,Harare,63.1,3,Standard,Monthly,Branch,55,12.99,12.99,0.2059,24,3,6,3,1,1,0,51,0.322,0,0.359,1
PH101422,37,36-45,Female,Single,Formally Employed,Mashonaland East,437.78,1,Basic,Quarterly,Branch,14,6.01,16.83,0.0137,0,0,3,2,0,0,0,26,0.863,0,0.079,0
PH101423,31,26-35,Male,Married,Formally Employed,Harare,157.93,4,Standard,Quarterly,Agent,52,12.9,36.12,0.0817,8,3,0,1,0,0,0,33,0.619,1,0.128,0
PH101424,28,26-35,Female,Single,Informal Trader,Matabeleland South,295.76,1,Basic,Annual,Branch,14,5.17,51.7,0.0175,0,0,3,0,2,0,0,77,0.68,0,0.091,0
PH101425,18,18-25,Male,Married,Unemployed,Bulawayo,45.0,3,Basic,Monthly,Website,68,6.36,6.36,0.1413,10,2,4,1,1,1,0,82,0.864,0,0.15,1
PH101426,66,60+,Male,Married,Self Employed,Matabeleland North,377.98,3,Family,Monthly,Referral,16,28.01,28.01,0.0741,15,1,1,2,1,0,0,17,0.738,0,0.163,1
PH101427,28,26-35,Female,Married,Informal Trader,Mashonaland East,55.06,1,Family,Quarterly,Branch,72,25.78,72.18,0.4682,4,0,3,1,1,1,1,91,0.48,1,0.114,0
PH101428,38,36-45,Female,Married,Formally Employed,Matabeleland South,535.61,0,Standard,Monthly,Agent,9,9.96,9.96,0.0186,11,3,4,0,0,0,0,37,0.742,1,0.086,0
PH101429,38,36-45,Female,Married,Self Employed,Bulawayo,366.64,4,Basic,Monthly,Website,58,5.91,5.91,0.0161,0,0,4,1,0,0,0,43,0.544,0,0.026,0
PH101430,45,36-45,Male,Married,Formally Employed,Manicaland,416.88,3,Family,Biannual,Mobile App,6,22.59,121.99,0.0542,1,1,2,2,0,1,0,66,0.84,0,0.022,0
PH101431,51,46-60,Male,Divorced,Unemployed,Bulawayo,128.4,3,Standard,Annual,Referral,26,11.98,119.8,0.0933,0,0,2,2,1,0,1,4,0.412,1,0.13,0
PH101432,51,46-60,Male,Married,Self Employed,Mashonaland West,469.04,2,Premium,Monthly,Branch,54,20.84,20.84,0.0444,0,1,0,2,1,1,1,62,0.459,0,0.036,0
PH101433,34,26-35,Female,Married,Unemployed,Harare,68.44,1,Standard,Monthly,Agent,43,13.45,13.45,0.1965,27,2,6,1,1,1,0,52,0.466,1,0.369,0
PH101434,39,36-45,Female,Married,Informal Trader,Manicaland,247.96,6,Basic,Quarterly,Referral,25,8.6,24.08,0.0347,14,2,2,1,0,0,0,70,0.84,0,0.068,0
PH101435,44,36-45,Female,Married,Unemployed,Harare,92.02,2,Standard,Monthly,Branch,24,10.32,10.32,0.1121,0,1,3,3,0,1,0,53,0.466,0,0.144,0
PH101436,38,36-45,Male,Single,Formally Employed,Matabeleland North,684.36,5,Standard,Quarterly,Agent,44,10.55,29.54,0.0154,13,3,1,2,1,0,1,81,0.879,0,0.07,0
PH101437,60,46-60,Male,Married,Formally Employed,Mashonaland East,376.51,2,Standard,Monthly,Branch,32,14.31,14.31,0.038,13,1,4,2,0,0,1,35,0.555,0,0.086,0
PH101438,47,46-60,Male,Married,Farmer,Manicaland,139.56,2,Basic,Monthly,Agent,73,8.41,8.41,0.0603,28,6,5,2,2,0,0,70,0.26,1,0.25,1
PH101439,50,46-60,Male,Married,Informal Trader,Matabeleland North,69.46,3,Family,Monthly,Mobile App,52,25.8,25.8,0.3714,0,0,1,2,0,0,0,49,0.881,0,0.065,0
PH101440,49,46-60,Male,Single,Unemployed,Matabeleland South,103.95,3,Basic,Monthly,Branch,40,5.69,5.69,0.0547,14,1,0,1,0,0,0,14,0.854,1,0.118,0
PH101441,55,46-60,Female,Divorced,Formally Employed,Matabeleland North,325.64,3,Standard,Monthly,Agent,22,11.47,11.47,0.0352,7,1,1,1,0,0,0,39,0.374,1,0.117,1
PH101442,43,36-45,Female,Married,Self Employed,Masvingo,441.43,2,Standard,Quarterly,Website,96,13.53,37.88,0.0307,11,2,3,0,0,0,0,58,0.332,0,0.11,0
PH101443,25,18-25,Female,Married,Informal Trader,Manicaland,276.65,4,Standard,Annual,Branch,41,13.36,133.6,0.0483,15,0,1,3,1,1,0,54,0.514,0,0.122,1
PH101444,46,46-60,Male,Married,Formally Employed,Matabeleland North,545.6,2,Basic,Monthly,Agent,42,12.03,12.03,0.022,0,2,2,1,0,0,0,41,0.755,1,0.029,0
PH101445,33,26-35,Male,Widowed,Informal Trader,Mashonaland West,98.9,0,Standard,Monthly,Agent,53,12.07,12.07,0.122,14,1,2,2,1,0,0,35,0.834,1,0.095,0
PH101446,35,26-35,Female,Single,Self Employed,Mashonaland West,45.0,1,Basic,Monthly,Website,47,5.0,5.0,0.1111,14,0,5,1,1,1,0,56,0.633,1,0.11,1
PH101447,48,46-60,Male,Single,Formally Employed,Matabeleland South,449.82,2,Standard,Monthly,Agent,72,13.36,13.36,0.0297,11,3,0,6,2,0,0,91,0.444,0,0.167,0
PH101448,56,46-60,Female,Married,Formally Employed,Harare,598.17,3,Basic,Monthly,Website,43,9.47,9.47,0.0158,0,0,1,2,0,1,1,52,0.311,0,0.024,1
PH101449,41,36-45,Female,Married,Formally Employed,Midlands,379.15,6,Family,Monthly,Agent,40,25.79,25.79,0.068,6,0,2,0,0,1,0,25,0.567,0,0.06,0
PH101450,45,36-45,Male,Single,Formally Employed,Matabeleland North,771.31,3,Family,Monthly,Agent,21,23.81,23.81,0.0309,24,3,6,1,0,1,0,100,0.465,0,0.056,0
PH101451,61,60+,Female,Divorced,Informal Trader,Manicaland,235.18,3,Premium,Monthly,Mobile App,19,21.66,21.66,0.0921,8,1,3,0,1,1,0,2,0.19,1,0.26,0
PH101452,44,36-45,Male,Married,Formally Employed,Matabeleland North,317.54,1,Family,Quarterly,Branch,19,25.58,71.62,0.0806,17,1,5,1,0,1,0,98,0.881,0,0.057,0
PH101453,72,60+,Female,Married,Formally Employed,Harare,524.96,3,Basic,Annual,Agent,14,9.98,99.8,0.019,14,1,3,2,0,2,0,59,0.309,0,0.021,0
PH101454,48,46-60,Female,Married,Farmer,Matabeleland North,358.1,1,Family,Monthly,Referral,84,28.12,28.12,0.0785,21,0,4,5,0,1,0,48,0.582,1,0.065,0
PH101455,20,18-25,Male,Single,Self Employed,Midlands,372.67,1,Basic,Biannual,Agent,58,5.0,27.0,0.0134,26,2,4,4,0,0,0,46,0.657,0,0.163,0
PH101456,50,46-60,Male,Married,Self Employed,Mashonaland East,508.13,6,Standard,Monthly,Website,25,12.38,12.38,0.0244,0,2,2,0,0,0,0,50,0.777,0,0.043,1
PH101457,46,46-60,Female,Divorced,Informal Trader,Midlands,199.28,2,Basic,Monthly,Mobile App,21,7.32,7.32,0.0367,1,3,3,4,1,0,1,51,0.572,0,0.29,0
PH101458,56,46-60,Female,Married,Farmer,Midlands,179.99,1,Family,Monthly,Agent,68,27.47,27.47,0.1526,8,0,4,1,2,1,0,98,0.266,0,0.067,0
PH101459,49,46-60,Male,Divorced,Formally Employed,Harare,651.35,0,Standard,Monthly,Branch,56,14.02,14.02,0.0215,31,3,8,1,0,0,1,28,0.737,0,0.199,1
PH101460,39,36-45,Female,Widowed,Self Employed,Manicaland,78.86,2,Standard,Monthly,Referral,64,11.55,11.55,0.1465,20,1,5,1,0,0,0,51,0.256,0,0.105,0
PH101461,26,26-35,Male,Married,Informal Trader,Midlands,124.11,1,Family,Monthly,Branch,17,24.27,24.27,0.1956,14,2,3,1,0,1,0,52,0.584,0,0.157,0
PH101462,38,36-45,Male,Married,Self Employed,Mashonaland West,478.7,1,Standard,Annual,Branch,73,11.81,118.1,0.0247,14,2,2,2,0,0,0,54,0.681,0,0.066,0
PH101463,31,26-35,Male,Married,Unemployed,Matabeleland South,99.38,3,Standard,Monthly,Agent,22,11.46,11.46,0.1153,0,0,3,1,0,1,0,98,0.697,1,0.028,0
PH101464,34,26-35,Male,Married,Farmer,Midlands,249.85,1,Basic,Quarterly,Website,18,8.27,23.16,0.0331,14,1,0,4,0,1,0,50,0.951,1,0.073,0
PH101465,48,46-60,Male,Single,Farmer,Manicaland,273.29,1,Family,Quarterly,Referral,43,26.05,72.94,0.0953,0,1,1,3,0,0,0,34,0.455,0,0.105,1
PH101466,61,60+,Female,Married,Formally Employed,Harare,212.73,1,Family,Monthly,Mobile App,73,30.67,30.67,0.1442,10,1,3,1,1,2,0,100,0.424,0,0.03,0
PH101467,46,46-60,Male,Single,Formally Employed,Mashonaland West,211.25,3,Family,Monthly,Mobile App,57,26.72,26.72,0.1265,13,0,5,1,0,0,0,41,0.78,0,0.027,0
PH101468,27,26-35,Male,Widowed,Farmer,Mashonaland West,335.29,1,Basic,Monthly,Agent,25,5.67,5.67,0.0169,18,1,3,3,1,1,0,56,0.313,0,0.197,0
PH101469,46,46-60,Male,Widowed,Self Employed,Midlands,314.36,2,Basic,Monthly,Website,25,7.65,7.65,0.0243,0,2,2,1,0,0,1,38,0.59,0,0.042,0
PH101470,55,46-60,Female,Single,Formally Employed,Harare,328.35,3,Standard,Monthly,Agent,45,12.9,12.9,0.0393,4,2,1,1,0,0,0,47,0.59,0,0.061,0
PH101471,34,26-35,Female,Married,Informal Trader,Bulawayo,294.42,5,Basic,Monthly,Mobile App,37,6.93,6.93,0.0235,0,2,5,2,1,0,0,72,0.442,0,0.231,0
PH101472,39,36-45,Male,Married,Formally Employed,Masvingo,626.29,2,Basic,Monthly,Agent,38,7.92,7.92,0.0126,23,2,6,0,1,0,0,60,0.462,0,0.224,0
PH101473,41,36-45,Male,Married,Formally Employed,Matabeleland North,590.15,1,Standard,Monthly,Branch,81,12.51,12.51,0.0212,27,2,5,2,0,0,0,44,0.661,0,0.137,0
PH101474,32,26-35,Male,Married,Farmer,Mashonaland East,266.18,4,Premium,Monthly,Mobile App,52,18.34,18.34,0.0689,18,2,5,2,0,1,2,60,0.77,0,0.064,0
PH101475,49,46-60,Male,Married,Formally Employed,Manicaland,658.38,0,Family,Monthly,Mobile App,32,29.26,29.26,0.0444,0,1,1,0,0,1,0,90,0.234,1,0.023,0
PH101476,40,36-45,Male,Married,Formally Employed,Manicaland,541.73,0,Basic,Annual,Referral,48,7.25,72.5,0.0134,8,0,2,3,1,0,0,36,0.561,0,0.08,0
PH101477,46,46-60,Male,Single,Formally Employed,Manicaland,350.26,2,Basic,Monthly,Agent,63,6.64,6.64,0.019,14,0,5,0,0,0,0,72,0.8,0,0.093,1
PH101478,30,26-35,Male,Single,Informal Trader,Bulawayo,281.46,2,Basic,Monthly,Agent,11,6.74,6.74,0.0239,11,2,4,0,0,0,0,24,0.51,0,0.183,1
PH101479,36,36-45,Female,Single,Formally Employed,Harare,591.0,0,Basic,Annual,Referral,55,5.0,50.0,0.0085,14,1,4,1,2,0,0,34,0.544,1,0.058,0
PH101480,50,46-60,Male,Married,Self Employed,Mashonaland West,242.42,1,Standard,Monthly,Agent,52,14.18,14.18,0.0585,10,0,1,3,0,0,0,59,0.255,0,0.053,0
PH101481,37,36-45,Female,Divorced,Informal Trader,Mashonaland West,181.89,1,Standard,Monthly,Mobile App,19,10.93,10.93,0.0601,11,0,4,3,0,1,1,45,0.554,0,0.086,0
PH101482,62,60+,Female,Married,Unemployed,Mashonaland West,131.83,2,Family,Monthly,Referral,54,29.08,29.08,0.2206,0,1,3,3,0,1,0,94,0.487,0,0.14,0
PH101483,36,36-45,Female,Married,Formally Employed,Mashonaland East,573.7,1,Standard,Annual,Referral,21,10.99,109.9,0.0192,18,0,5,2,0,0,0,76,0.112,0,0.141,0
PH101484,44,36-45,Male,Single,Unemployed,Manicaland,118.6,3,Standard,Quarterly,Branch,36,10.86,30.41,0.0916,0,1,3,2,2,1,0,78,0.329,0,0.163,0
PH101485,52,46-60,Male,Married,Formally Employed,Manicaland,496.43,0,Premium,Monthly,Branch,80,20.68,20.68,0.0417,18,2,4,4,1,0,0,100,0.66,0,0.037,0
PH101486,24,18-25,Male,Single,Informal Trader,Bulawayo,45.0,0,Premium,Quarterly,Branch,50,17.99,50.37,0.3998,0,2,4,1,0,0,1,37,0.168,0,0.094,0
PH101487,20,18-25,Female,Married,Self Employed,Mashonaland West,651.88,5,Standard,Monthly,Agent,27,14.22,14.22,0.0218,21,2,6,0,0,0,0,33,0.307,1,0.114,1
PH101488,23,18-25,Male,Divorced,Formally Employed,Mashonaland East,589.61,3,Family,Monthly,Agent,41,23.33,23.33,0.0396,8,0,3,1,0,2,0,64,0.774,1,0.045,0
PH101489,56,46-60,Female,Single,Informal Trader,Masvingo,337.33,2,Standard,Quarterly,Website,15,13.06,36.57,0.0387,4,2,0,2,0,1,1,58,0.685,0,0.063,0
PH101490,34,26-35,Female,Married,Formally Employed,Bulawayo,565.6,5,Family,Quarterly,Agent,32,23.43,65.6,0.0414,21,2,4,4,0,1,0,59,0.721,0,0.154,0
PH101491,72,60+,Male,Single,Formally Employed,Bulawayo,581.53,5,Basic,Monthly,Branch,55,7.52,7.52,0.0129,16,4,3,0,1,1,0,45,0.839,1,0.064,0
PH101492,34,26-35,Female,Married,Self Employed,Matabeleland North,616.48,1,Basic,Biannual,Branch,69,6.61,35.69,0.0107,3,3,4,0,0,0,0,35,0.851,1,0.029,0
PH101493,43,36-45,Male,Single,Informal Trader,Masvingo,384.28,1,Family,Monthly,Agent,53,25.7,25.7,0.0669,25,2,3,2,1,0,0,50,0.799,1,0.132,0
PH101494,60,46-60,Male,Married,Formally Employed,Manicaland,527.06,3,Standard,Quarterly,Agent,15,12.29,34.41,0.0233,8,0,0,3,1,0,0,42,0.37,0,0.066,0
PH101495,65,60+,Male,Single,Formally Employed,Mashonaland West,595.02,2,Standard,Monthly,Website,15,15.86,15.86,0.0267,8,2,0,0,0,1,0,82,0.308,1,0.064,0
PH101496,66,60+,Male,Married,Formally Employed,Manicaland,499.99,3,Premium,Biannual,Branch,38,24.42,131.87,0.0488,12,3,5,4,0,2,0,55,0.173,0,0.101,0
PH101497,56,46-60,Female,Married,Self Employed,Bulawayo,250.65,1,Basic,Quarterly,Mobile App,15,10.52,29.46,0.042,11,2,5,4,0,1,1,82,0.93,0,0.085,0
PH101498,53,46-60,Male,Married,Self Employed,Manicaland,293.6,2,Standard,Monthly,Agent,29,14.6,14.6,0.0497,10,1,6,1,0,0,0,32,0.728,0,0.065,0
PH101499,48,46-60,Male,Married,Formally Employed,Harare,374.34,1,Family,Annual,Agent,58,25.84,258.4,0.069,18,4,7,0,0,1,0,57,0.348,0,0.124,0
PH101500,50,46-60,Female,Divorced,Formally Employed,Midlands,419.39,5,Family,Monthly,Agent,28,24.34,24.34,0.058,5,0,5,2,1,0,0,39,0.537,0,0.126,0
PH101501,34,26-35,Female,Married,Self Employed,Masvingo,339.63,1,Premium,Monthly,Agent,11,16.74,16.74,0.0493,18,1,5,1,1,0,1,49,0.73,1,0.124,0
PH101502,31,26-35,Male,Single,Unemployed,Mashonaland West,50.71,5,Premium,Monthly,Agent,74,20.24,20.24,0.3991,0,1,1,1,1,0,0,78,0.2,0,0.107,0
PH101503,41,36-45,Female,Single,Informal Trader,Masvingo,275.28,2,Family,Monthly,Mobile App,21,25.04,25.04,0.091,9,1,2,0,1,1,1,91,0.751,0,0.034,0
PH101504,39,36-45,Female,Widowed,Farmer,Matabeleland North,293.79,1,Premium,Monthly,Agent,13,18.77,18.77,0.0639,12,2,3,0,0,1,0,88,0.327,0,0.053,0
PH101505,36,36-45,Male,Married,Formally Employed,Manicaland,366.2,0,Basic,Monthly,Agent,46,5.0,5.0,0.0137,0,2,4,2,1,0,0,34,0.591,0,0.06,0
PH101506,49,46-60,Male,Married,Farmer,Manicaland,187.55,2,Basic,Monthly,Agent,27,9.55,9.55,0.0509,6,0,1,2,0,2,0,73,0.377,0,0.079,0
PH101507,52,46-60,Male,Single,Self Employed,Mashonaland West,508.24,0,Standard,Monthly,Mobile App,39,13.04,13.04,0.0257,15,1,1,2,2,0,0,35,0.383,0,0.096,0
PH101508,42,36-45,Female,Married,Farmer,Mashonaland West,238.94,5,Basic,Biannual,Branch,34,7.4,39.96,0.031,0,3,3,1,1,0,0,74,0.133,0,0.077,0
PH101509,59,46-60,Female,Single,Formally Employed,Harare,608.66,3,Basic,Quarterly,Agent,26,7.3,20.44,0.012,16,2,2,0,1,1,0,28,0.36,0,0.205,0
PH101510,27,26-35,Female,Divorced,Self Employed,Mashonaland East,504.98,1,Family,Biannual,Mobile App,32,24.2,130.68,0.0479,14,1,0,1,0,0,0,63,0.33,0,0.062,0
PH101511,39,36-45,Female,Widowed,Self Employed,Matabeleland South,245.52,0,Premium,Annual,Branch,26,16.74,167.4,0.0682,7,1,2,2,0,0,0,33,0.702,0,0.134,1
PH101512,32,26-35,Male,Single,Self Employed,Matabeleland North,418.49,5,Family,Monthly,Agent,29,24.09,24.09,0.0576,3,2,3,1,1,0,0,79,0.833,0,0.037,0
PH101513,19,18-25,Male,Married,Unemployed,Manicaland,156.01,4,Standard,Quarterly,Website,15,10.47,29.32,0.0671,0,0,1,1,1,2,0,32,0.625,0,0.065,0
PH101514,40,36-45,Male,Single,Informal Trader,Mashonaland West,166.43,2,Standard,Monthly,Agent,23,12.23,12.23,0.0735,27,4,2,1,1,0,0,65,0.933,0,0.182,0
PH101515,40,36-45,Female,Married,Farmer,Mashonaland West,103.31,3,Basic,Biannual,Agent,45,8.02,43.31,0.0776,4,0,0,3,0,1,0,71,0.303,0,0.037,1
PH101516,59,46-60,Female,Widowed,Informal Trader,Midlands,247.8,3,Family,Quarterly,Website,29,26.67,74.68,0.1076,0,0,2,0,0,0,0,42,0.754,0,0.047,0
PH101517,49,46-60,Male,Married,Self Employed,Matabeleland North,45.0,4,Basic,Monthly,Agent,26,6.99,6.99,0.1553,0,0,2,1,0,0,0,45,0.675,0,0.038,0
PH101518,29,26-35,Female,Married,Formally Employed,Matabeleland South,45.0,3,Standard,Annual,Agent,61,12.11,121.1,0.2691,11,1,2,0,1,0,0,63,0.522,1,0.086,0
PH101519,63,60+,Male,Single,Farmer,Midlands,280.08,3,Basic,Quarterly,Referral,16,10.87,30.44,0.0388,1,1,1,2,1,0,0,77,0.535,1,0.04,0
PH101520,56,46-60,Male,Widowed,Informal Trader,Bulawayo,158.82,1,Basic,Annual,Branch,27,8.72,87.2,0.0549,0,0,2,3,0,0,0,95,0.563,0,0.06,0
PH101521,48,46-60,Male,Married,Informal Trader,Matabeleland North,213.78,3,Basic,Monthly,Agent,22,10.93,10.93,0.0511,0,0,2,1,0,0,0,77,0.629,1,0.052,0
PH101522,38,36-45,Male,Married,Self Employed,Matabeleland North,421.0,0,Standard,Biannual,Website,70,10.84,58.54,0.0257,20,0,3,0,1,0,0,81,0.734,0,0.035,0
PH101523,29,26-35,Male,Single,Informal Trader,Bulawayo,245.13,0,Family,Quarterly,Agent,35,23.63,66.16,0.0964,18,1,6,2,0,0,0,67,0.355,1,0.087,0
PH101524,37,36-45,Male,Married,Farmer,Masvingo,143.3,2,Standard,Monthly,Agent,36,12.52,12.52,0.0874,0,4,4,1,0,0,0,51,0.308,0,0.137,0
PH101525,54,46-60,Male,Divorced,Formally Employed,Harare,802.75,4,Standard,Biannual,Agent,31,13.0,70.2,0.0162,0,0,0,0,0,1,1,67,0.71,0,0.014,0
PH101526,64,60+,Male,Married,Self Employed,Midlands,366.65,5,Family,Quarterly,Mobile App,37,30.03,84.08,0.0819,25,3,2,1,3,1,0,55,0.853,0,0.17,0
PH101527,60,46-60,Female,Married,Formally Employed,Bulawayo,946.21,0,Premium,Quarterly,Agent,38,18.58,52.02,0.0196,0,1,2,2,0,1,0,68,0.664,0,0.031,1
PH101528,35,26-35,Male,Married,Unemployed,Mashonaland West,63.61,4,Family,Monthly,Mobile App,58,24.61,24.61,0.3869,2,0,3,2,0,0,0,0,0.609,0,0.257,1
PH101529,28,26-35,Female,Married,Formally Employed,Midlands,382.18,4,Standard,Biannual,Agent,24,11.62,62.75,0.0304,8,1,3,2,1,0,0,91,0.517,0,0.127,0
PH101530,43,36-45,Male,Married,Formally Employed,Matabeleland South,454.43,0,Family,Quarterly,Branch,44,25.94,72.63,0.0571,0,0,6,2,1,0,0,100,0.305,0,0.088,0
PH101531,20,18-25,Male,Single,Self Employed,Harare,392.66,1,Standard,Biannual,Agent,24,12.44,67.18,0.0317,11,1,3,1,0,0,0,25,0.395,0,0.166,0
PH101532,45,36-45,Male,Married,Informal Trader,Matabeleland South,368.81,1,Basic,Monthly,Agent,35,7.39,7.39,0.02,0,2,2,2,0,2,1,78,0.495,0,0.049,0
PH101533,39,36-45,Male,Married,Self Employed,Mashonaland West,45.0,1,Basic,Monthly,Website,81,9.4,9.4,0.2089,2,0,3,1,0,0,0,82,0.86,1,0.03,0
PH101534,35,26-35,Female,Married,Formally Employed,Masvingo,724.88,1,Basic,Monthly,Agent,23,6.92,6.92,0.0095,31,2,5,0,2,0,1,60,0.603,0,0.256,1
PH101535,22,18-25,Male,Widowed,Farmer,Matabeleland North,45.0,1,Standard,Quarterly,Branch,48,10.26,28.73,0.228,4,1,3,1,0,0,0,7,0.571,0,0.173,0
PH101536,47,46-60,Female,Married,Farmer,Bulawayo,142.27,4,Family,Monthly,Agent,41,28.75,28.75,0.2021,7,1,0,0,0,0,1,48,0.521,1,0.077,0
PH101537,35,26-35,Female,Single,Formally Employed,Midlands,459.33,0,Premium,Monthly,Website,27,17.8,17.8,0.0388,0,2,1,1,0,0,1,39,0.713,1,0.03,0
